NAME;AGE;SLEEPHOURS;IDNUMBER;GENDER;EFFECTIVENESS;CITY
Micaela Medina Valverde;40;1;584-52-6487;M;80;Liverpool
Rafael Chacón Tamayo;48;6;571-48-6653;F;0;Liverpool
Alicia Garza Vigil;86;10;596-86-3553;M;50;Oxford
Sr. Caridad Cadena Cepeda;71;2;161-20-8147;M;100;Oxford
Tomás Henríquez Garica;37;1;723-22-2631;F;100;Bristol
Pilar Almonte Valdés;9;7;102-17-1935;F;80;Glasgow
Fernando Castellanos Cavazos;8;10;780-24-3033;F;50;Liverpool
Sta. Andrés Estrada Peralta;57;6;236-34-1404;F;0;Oxford
Claudia Angulo Granados;33;10;826-05-8866;M;50;Glasgow
Barbara Segovia Holguín;23;10;382-03-7387;M;80;Glasgow
Cecilia Fierro Villalobos;19;3;428-54-3430;M;80;Oxford
Carlos Cano Farías;13;2;727-98-0227;F;80;Glasgow
Amalia Garrido Zaragoza;45;7;594-98-6685;F;80;Bristol
Octavio López González;21;6;050-15-9202;M;50;Liverpool
Sta. Jaime Atencio Canales;66;10;172-63-4214;M;80;Oxford
Sonia Arias Velázquez;81;8;662-64-4891;F;100;Glasgow
José Emilio Terán Franco;35;3;516-60-5140;F;50;London
Adriana Pineda Muñiz;3;2;485-01-9164;M;80;Oxford
Hugo Ulloa Solorzano;2;3;009-22-5163;F;50;London
Verónica Tapia Ortiz;10;1;270-94-8924;M;50;Liverpool
Victoria Delagarza Ochoa;57;1;028-95-2549;M;50;Oxford
Ángela Irizarry Ordóñez;2;7;060-79-7402;M;50;London
Óscar Zúñiga Escobedo;90;6;380-77-1734;F;100;Glasgow
Yolanda Godoy Villalpando;22;10;538-76-3675;F;100;Liverpool
Salvador Ferrer Córdova;15;10;345-78-0155;F;80;Bristol
Arturo Porras Delafuente;44;2;551-95-1616;F;80;Oxford
Dolores Alonzo Sotelo;1;4;632-79-9122;M;100;Liverpool
Elvira Rocha Alva;32;4;428-33-9523;F;50;Liverpool
Sr. Mayte Espinosa Prieto;14;3;890-22-4587;M;0;Liverpool
Jorge Luis Santiago Vanegas;4;10;608-41-0732;M;80;Liverpool
Fernando Lovato Botello;40;9;003-81-9010;M;50;Glasgow
Sta. Lola Hernádez Espino;29;5;191-92-6198;F;50;Liverpool
Lorenzo Cortez Valles;5;4;172-42-0790;F;100;Bristol
Sta. Ana María Maya Ocampo;1;8;374-76-2249;F;100;Liverpool
Ramiro Montez Meza;5;10;793-84-1896;F;80;Bristol
Luis Montoya Soto;44;7;857-29-8656;F;100;London
Luisa Zelaya Vela;61;7;808-43-3051;M;50;Glasgow
Adriana Rael Valenzuela;8;4;174-48-4586;M;100;Glasgow
Benjamín Cisneros Aguayo;18;9;791-80-3547;F;0;Liverpool
Elsa Corral Menchaca;84;6;324-51-0610;M;0;Bristol
Juana Magaña Verdugo;28;2;069-39-5064;M;80;Glasgow
Sra. Gonzalo Ballesteros Trejo;5;1;057-64-9590;F;80;London
Salvador Serna Guerra;87;6;243-35-2023;M;0;Glasgow
Andrea Gamboa Muro;30;8;454-71-3724;F;50;Bristol
Agustín Jáquez Rojas;1;6;768-83-6477;F;0;Oxford
María Cristina Ortega Valdez;81;9;170-02-4192;F;0;London
Sra. Raúl Casanova Campos;11;5;066-85-3035;M;100;Liverpool
Sr. Marcos Berríos Téllez;22;6;831-92-3219;F;50;London
Sra. Gonzalo Cavazos Jimínez;11;9;725-46-5130;M;80;Glasgow
Sta. Enrique Garrido Delacrúz;18;8;010-80-7559;M;0;Glasgow
Sr. Raquel Martínez Gaona;15;10;767-65-9669;F;50;Glasgow
Ernesto Caballero Gaytán;18;4;833-52-8113;M;100;Oxford
Gabriela Abrego Hinojosa;50;10;003-78-7168;F;50;Bristol
Jorge Zapata Velasco;21;5;852-54-9933;F;80;Oxford
Carolina Tamez Sisneros;72;5;480-19-0601;F;80;Glasgow
Catalina Franco Robledo;16;4;549-97-9129;F;100;Glasgow
Gabriela Hernández Menéndez;72;4;026-44-1011;M;80;Glasgow
Sta. Benito Mireles Cuellar;82;10;382-86-3276;M;0;Bristol
Sta. Rocio Esparza Correa;4;4;505-96-0860;F;80;London
Sergio Esparza Serrano;53;2;325-34-6583;M;50;Liverpool
Hernán Rivera Viera;7;6;626-70-9316;M;50;Liverpool
Mateo Galindo Aguayo;85;7;876-73-7422;M;0;London
Cristina Domínguez Pacheco;17;9;592-14-5128;M;0;Liverpool
Sta. José Díaz Espinoza;12;9;819-88-0590;F;0;Oxford
Eduardo Vélez Blanco;82;8;130-42-5867;M;0;London
Ariadna Arce Arredondo;90;10;695-77-1190;M;0;Liverpool
Sofia Casas Rangel;29;10;127-19-4655;M;100;Glasgow
Sta. Maricarmen Téllez Guajardo;72;5;428-01-2744;M;80;Glasgow
Manuela Gamez Espinosa;2;2;813-11-2137;F;80;Bristol
Francisco Manzanares Espinal;2;2;063-83-4978;M;50;Oxford
Sra. Mariano Báez Regalado;47;10;093-54-2283;F;80;Glasgow
Lola Esquivel Araña;86;3;318-05-4796;F;100;Glasgow
Mónica Rosales Franco;86;3;428-95-1060;M;0;London
Marta Concepción Chávez;18;4;124-01-7988;F;50;Bristol
Sofia Gaytán Pagan;74;6;106-75-3239;F;100;Liverpool
Juan Carlos Cotto Olivas;23;5;252-60-8879;F;0;London
Elvira Cintrón Delgado;82;5;068-65-8191;M;80;Glasgow
Sra. Gonzalo Manzanares Gastélum;14;4;478-59-2067;M;0;Glasgow
Ana Aparicio Avilés;47;7;684-83-7098;M;80;London
Julio Uribe Matos;38;5;250-93-2110;F;80;Oxford
Gustavo Baeza Chapa;83;6;499-55-8774;M;80;Oxford
Antonio Bahena Munguía;2;8;749-46-9546;M;50;Oxford
Alejandra Aguirre Garrido;82;3;172-30-5358;F;100;Oxford
María del Carmen Ceballos Paz;78;8;034-79-0360;M;100;Bristol
Sr. Isabela Pacheco Alemán;89;6;260-95-6804;F;0;Bristol
Jorge Villarreal Serrano;26;9;384-03-9311;M;50;Oxford
José María Rosales Chapa;62;2;552-55-0579;M;50;London
Jerónimo Tórrez Jasso;35;10;484-48-3159;F;100;Oxford
Berta Otero Arevalo;88;8;880-73-9164;M;0;London
Ramiro Pelayo Alonzo;3;8;870-41-3335;F;50;Bristol
Sr. Antonio Peres Serrato;16;9;746-49-9272;M;80;London
Sta. Cristian Rosado Villaseñor;83;6;242-66-2588;F;0;London
José Luis de Anda Baca;82;10;523-69-8420;M;80;Bristol
Sra. Ester Sepúlveda Velásquez;78;5;063-76-2524;F;0;Glasgow
Alejandro Pizarro Hernádez;78;5;672-12-6978;F;0;Glasgow
Teodoro Rivas Parra;25;1;769-07-8483;F;100;Liverpool
Agustín Toledo Salinas;18;7;625-75-6901;F;100;Glasgow
Guillermo Porras Concepción;15;2;274-32-7035;F;0;Glasgow
Alejandra Munguía Sosa;8;3;763-50-9315;F;0;Bristol
Julio Delatorre Viera;87;4;244-65-3754;F;0;Liverpool
Rosa Alfaro Benavídez;16;2;303-82-4157;M;80;Oxford
Alfredo Bravo Sandoval;17;2;242-91-3931;M;100;Bristol
Raúl Montemayor Tijerina;48;3;487-52-4630;F;50;Glasgow
Octavio Noriega Castellanos;62;2;361-40-3226;M;0;Oxford
Adriana Hernádez Ávalos;25;2;352-11-8311;M;0;London
Octavio Godoy Villareal;54;8;468-07-3938;M;50;Glasgow
Samuel Rojo Solano;34;2;096-30-1977;F;100;Oxford
Jorge Mondragón Lugo;29;10;606-46-5775;M;100;Bristol
Sra. Anita Galván Sauceda;15;4;005-43-5403;F;0;Bristol
Sr. Pilar Corrales Calderón;45;6;051-48-5709;F;80;Oxford
Sr. Hugo Lozano Soto;85;6;633-13-5902;F;0;London
Ariadna Acosta Burgos;45;3;824-65-2632;F;0;London
Joaquín Colunga Mena;56;7;807-80-9265;F;50;London
Alejandro Alba Farías;30;6;722-17-3284;M;100;Liverpool
Sta. Antonio Nájera Perales;26;3;048-26-3651;M;80;Liverpool
Esteban Rentería Ramos;58;3;492-21-0258;F;0;Oxford
Bernardo Colunga Alicea;8;7;049-45-5604;F;0;Oxford
Gabriela Santillán Terán;29;10;862-84-7296;M;50;Glasgow
Virginia Feliciano Segovia;18;9;781-58-3659;F;80;Bristol
Ana María de Jesús Ochoa;66;8;498-59-7642;F;80;Liverpool
César Cortez Vargas;18;8;719-72-1829;M;80;London
Francisco Alemán Ocasio;52;2;696-77-7505;M;0;Oxford
Sra. Bernardo Rojas Véliz;79;2;414-96-7445;F;0;Glasgow
Sra. Ramona Cantú Nieves;18;9;887-80-3619;M;80;Glasgow
María Elena Leal Haro;50;9;688-75-6536;F;100;Glasgow
Lourdes Montenegro Garza;86;8;152-42-5468;F;80;Glasgow
Jesús Villanueva Alonzo;1;8;659-73-7473;M;100;Liverpool
Mayte Valencia Menéndez;16;9;210-74-9757;F;50;Glasgow
Eva Maldonado Guerra;21;5;416-96-9094;M;100;London
Jacobo Godoy Montaño;50;9;064-04-7116;M;0;Bristol
Miguel Tello Menéndez;18;3;628-80-4173;F;0;Oxford
Sta. Juan Mena Pedraza;28;5;473-85-6291;M;100;Bristol
Sta. Débora Cotto Adame;17;1;798-49-8644;M;50;London
Alberto Alvarez Delapaz;5;6;122-89-5993;M;50;Bristol
Juan Cardona Rincón;50;8;277-38-6756;F;100;Liverpool
Barbara Aparicio Montero;4;4;551-96-7922;M;0;Bristol
Gregorio López Valles;15;2;751-56-5667;M;0;London
Norma Samaniego Tirado;27;7;093-29-3082;F;100;Glasgow
Gerardo Sánchez Palomino;25;5;725-25-8929;F;0;Oxford
Carolina Hernández Nájera;25;7;077-31-2179;M;80;London
Eduardo Ortiz Calvillo;19;1;705-87-7788;F;50;Liverpool
Ariadna León Gallegos;62;9;335-05-6780;M;100;Oxford
Sra. Andrés Heredia Tovar;81;4;310-54-6988;M;0;Bristol
Dolores Urías Barrios;39;3;388-65-4996;M;100;Liverpool
Cristina Reséndez Pérez;22;2;183-43-1683;F;100;London
Elvira Beltrán Cerda;9;8;606-79-5445;F;50;Bristol
Javier Villagómez Batista;1;4;261-62-5595;M;100;London
Ernesto Haro Terrazas;39;9;623-39-2004;M;0;London
Ramiro Sisneros Rivera;28;3;089-28-3164;F;0;Glasgow
Micaela Castañeda Rocha;36;1;256-34-7835;M;0;London
Hugo Báez Baeza;86;2;037-91-8272;F;50;Oxford
Manuel Villagómez Cornejo;66;8;316-69-0043;M;0;Glasgow
Marisol Briones Gaytán;76;7;180-06-9089;F;100;Bristol
Vicente Cepeda Nieto;77;4;117-81-7005;M;50;London
Manuel Macías Aragón;88;10;426-43-4283;F;0;Liverpool
Alfonso Cervantes Montero;84;8;070-92-1564;M;0;Bristol
Dorotea Cortez Aparicio;2;2;808-25-1869;F;50;London
Irene Marroquín García;11;7;840-10-0559;F;100;Glasgow
Francisca Rentería Lugo;23;10;584-66-5413;M;100;London
Mario Barrera Delrío;27;5;681-83-4850;F;100;Bristol
Sr. Adriana Camacho Zarate;8;6;568-58-5368;F;80;Glasgow
Sra. Alicia Valdez Villagómez;32;3;265-30-3452;M;0;Liverpool
Beatriz Ornelas Vega;86;5;625-19-4641;M;100;Liverpool
Carlota Carvajal Solano;63;6;421-68-0198;F;0;Oxford
Sta. Irene Gil Ojeda;29;9;387-83-0727;M;50;Bristol
María Elena Pagan Rolón;36;5;749-79-6218;M;0;Bristol
Luz Quiroz Suárez;33;10;476-18-8318;F;0;Oxford
Florencia Hernandes Ramón;17;1;495-01-0500;F;80;London
Carmen Briseño González;42;8;354-92-1005;F;0;Oxford
Blanca Viera Collado;45;3;281-22-8060;M;80;London
Alberto Pantoja Urbina;20;4;682-34-1874;M;50;Oxford
Daniel Lozano Gutiérrez;8;2;550-33-4414;M;0;Oxford
Natalia Aparicio Alaniz;4;4;083-81-3338;M;0;Liverpool
María Cabrera Chávez;1;9;272-32-1452;M;80;Liverpool
Sta. Lucas Alanis Briones;44;5;786-99-3312;F;0;Bristol
Benito Quiñónez Elizondo;1;9;803-55-1926;M;0;Bristol
Alejandro Santacruz Mondragón;44;9;533-40-1036;F;50;Liverpool
Débora Valdez Soto;46;1;813-34-2147;M;0;Glasgow
Federico Garza Nájera;40;3;538-16-7995;F;100;Glasgow
Olivia Alfaro Puga;55;1;120-05-7771;F;100;Liverpool
Sta. José Menchaca Solorzano;84;9;838-87-5358;M;0;Liverpool
Sra. Hernán Ochoa Vanegas;27;5;597-56-2988;F;80;Liverpool
Sra. Sonia Escamilla Arriaga;9;1;166-35-4733;M;50;London
Magdalena Benavides Santillán;74;6;783-84-4811;M;80;Liverpool
Jorge Sánchez Escalante;85;9;389-61-1596;F;50;Glasgow
Roberto Ureña Aranda;27;4;343-35-2546;F;0;Oxford
Julio César Rincón Canales;84;7;651-55-3275;F;0;Bristol
Juan Barragán Miranda;20;10;100-88-2093;F;50;Glasgow
Sr. Norma Águilar Vigil;5;7;094-54-9794;M;100;London
Cristina Botello Benavides;84;4;702-58-0893;F;0;London
Beatriz Cano Ulloa;19;4;673-75-8303;M;50;Bristol
Adán Romo Polanco;27;7;066-90-2688;M;50;Oxford
Raúl Zavala Pelayo;3;2;489-65-0930;F;0;Bristol
José Eduardo Rivero Delafuente;25;7;302-27-3904;F;50;Bristol
Clemente Montalvo García;19;9;233-87-6595;M;80;Liverpool
Eloisa Echevarría Banda;28;3;470-21-5400;F;80;Glasgow
Juan Carlos Rocha Reyes;87;1;866-47-6093;F;0;Liverpool
Micaela Cotto Villa;19;2;046-49-8683;F;50;London
Sta. Gonzalo Urías Flores;80;8;759-35-3623;M;100;London
Sta. Graciela Ceballos Bermúdez;22;1;228-68-3780;F;80;Glasgow
Víctor Valadez Carrion;23;5;100-09-4608;F;100;Bristol
Agustín Curiel Laboy;3;6;675-62-2339;F;0;Bristol
Adán Núñez Ojeda;19;4;594-22-0027;F;80;Liverpool
Raquel Tapia Briones;26;2;057-78-6400;F;0;Glasgow
Caridad Fuentes Sánchez;22;2;588-84-4409;M;50;Liverpool
Sra. Elvira Bahena Cavazos;83;4;756-98-7423;M;0;London
Claudia Berríos Tovar;79;5;559-19-0474;F;100;Oxford
Sr. Jesús Godínez Delao;17;3;793-66-2274;F;0;Bristol
María José Téllez Niño;66;5;897-36-2389;F;50;London
Rubén Paredes Jimínez;53;4;706-02-4655;F;50;Bristol
Lorena Rodrígez Reyna;90;9;256-20-4127;F;0;Liverpool
Luis Lucero Montaño;33;4;385-35-8484;F;0;Bristol
Mercedes Romero Pantoja;47;5;307-43-5792;M;100;Liverpool
Lourdes Acuña Malave;81;7;124-14-7306;M;100;Oxford
Sr. Felipe Sarabia Benítez;88;1;010-28-0076;M;0;London
Francisco Montenegro Quiroz;2;3;787-14-6396;F;80;London
Guillermina de Anda Serrano;18;8;720-02-9020;M;80;Bristol
Sr. María Luisa Corona Almanza;60;1;152-02-0355;M;80;Glasgow
Sta. Germán Varela Lozano;45;1;834-73-7475;M;50;London
Sta. Emilio Trujillo Verduzco;81;7;452-23-8067;M;0;Bristol
Alfredo Valencia Vargas;34;2;191-18-3922;F;50;Oxford
Gonzalo Montaño Garay;18;2;246-83-2129;F;50;Liverpool
Clemente Sandoval Mares;53;1;510-25-6344;F;100;Liverpool
José Luis Heredia Mota;23;5;075-57-4220;M;50;Glasgow
Agustín Reynoso Alcántar;34;8;660-65-3226;M;0;Bristol
Esteban Zayas Varela;2;6;487-62-3175;F;50;Glasgow
Alicia Ocampo Hernández;25;4;560-55-1719;M;100;London
Sta. Micaela Osorio Rodrígez;79;5;719-81-7547;M;0;Glasgow
Sra. Manuel Urías Ozuna;46;4;520-88-7402;F;80;London
Gabriel Arredondo Galindo;47;2;325-99-4011;F;0;Glasgow
Adriana Armas Candelaria;3;9;164-30-4467;M;0;Bristol
Sra. Marisol González Cortés;13;10;851-35-9090;M;0;Glasgow
Daniela Castellanos Escamilla;26;5;146-88-3112;M;80;Bristol
Alejandro Mascareñas Ureña;88;8;866-24-4238;M;0;Bristol
Eduardo Muñoz Alva;1;9;252-82-0101;M;80;Glasgow
Magdalena Armas Zayas;9;4;533-09-6732;F;0;Oxford
Sra. Catalina Vallejo Amaya;15;8;524-49-8711;F;0;Glasgow
Sta. Julia Caldera Cintrón;22;1;861-43-2699;M;50;Liverpool
Dolores Luna Aponte;10;3;078-89-3127;F;80;Oxford
Sr. Federico Cadena Ocampo;54;5;019-56-5539;M;80;Bristol
Sr. Sonia Bermúdez Ozuna;24;8;434-83-9702;F;50;Glasgow
Hernán Lebrón Enríquez;36;10;211-11-4876;F;50;Glasgow
Sra. Diana Hernádez Tijerina;8;1;797-40-7413;M;50;Liverpool
Maricarmen Soto Rosales;79;4;101-42-6374;M;50;Glasgow
Ana Luisa Corral Águilar;64;10;746-79-4107;M;0;Oxford
Raúl Valadez Caraballo;4;7;567-54-9695;M;80;London
Claudia Araña Domínguez;85;9;785-23-6505;F;0;London
Clemente Meza Elizondo;28;1;850-36-4156;M;100;London
Isabela Delapaz Aguayo;84;1;378-17-0739;M;100;Bristol
Juana Rentería Puente;31;2;691-62-3272;F;50;London
Miguel Ángel Osorio Badillo;1;7;085-91-6570;M;100;Bristol
Alicia Baca Granados;19;1;833-17-8378;F;100;Bristol
Esteban Delvalle Gollum;82;2;586-87-6487;F;100;Oxford
Vicente Pérez Huerta;6;6;430-42-1216;F;80;Bristol
Marcos Pineda Casanova;28;5;349-21-7465;M;100;Liverpool
Elsa Hernández Dávila;24;1;509-32-2400;F;50;Glasgow
Nicolás Mares Acuña;85;6;235-59-6476;F;50;Glasgow
Rodrigo Cavazos Centeno;34;8;171-41-1582;M;50;London
Sra. Lorenzo Griego Preciado;25;10;408-60-4080;F;100;Glasgow
Sta. Elsa Bustamante Garza;45;4;496-73-4632;F;0;Glasgow
Andrés Gutiérrez Gómez;15;3;811-91-3810;M;0;Oxford
Francisco Cornejo Leiva;34;6;101-62-0986;M;80;Liverpool
Francisco Jaime Casares;82;9;317-38-7792;M;100;Glasgow
Julio César Palacios Meza;9;10;280-89-1696;F;50;Bristol
Carmen Toro Suárez;3;8;361-78-8017;M;80;Oxford
Marcos Jiménez Valdés;78;10;314-18-5601;F;50;London
Pedro Santacruz Arteaga;52;2;327-69-7443;M;50;Liverpool
Isabela Uribe Batista;39;10;793-81-7204;F;50;Liverpool
Hernán Pagan Valentín;84;1;061-79-6518;M;0;Bristol
María del Carmen Ballesteros Avilés;37;8;180-70-5074;F;0;London
Sr. Cristian Jimínez Espinal;28;7;339-34-1826;F;100;Bristol
Ana Apodaca Badillo;45;6;145-53-3721;F;0;London
Cristian Treviño Zepeda;59;6;541-92-7696;M;100;Liverpool
Ignacio Melgar Madera;78;3;757-05-1592;M;0;Liverpool
Benjamín Mesa Sevilla;22;4;387-52-8195;F;0;Bristol
Octavio Ontiveros Saldivar;3;5;705-91-0214;F;50;Liverpool
Francisco Abeyta Ledesma;46;8;669-15-0166;M;80;Liverpool
Sta. María Elena Meraz Anguiano;90;8;336-05-3603;M;0;London
César Delatorre Rincón;23;10;005-70-7862;M;0;Oxford
Dorotea Jimínez Almaraz;68;8;169-38-6128;M;50;Glasgow
Elisa Valladares Adame;33;3;615-22-5587;M;100;Bristol
Agustín Maya García;9;1;505-62-4903;F;100;Liverpool
Joaquín Madrid Jiménez;24;8;662-57-8459;F;80;Glasgow
Luis Montero Cuellar;81;3;136-32-7455;F;0;London
Jaime Crespo Carvajal;35;6;497-54-4544;M;50;Oxford
Ana María Ulloa Armendáriz;17;7;253-45-5539;F;100;London
Emilia Olivárez Melgar;1;4;887-06-7896;M;100;Oxford
Julio César Guerra Villanueva;68;5;245-80-1429;M;50;London
Reina Moya Rodrígez;78;3;586-13-8909;F;0;London
Alejandro Burgos Agosto;15;10;013-91-8528;F;80;Bristol
Claudia Alba Cavazos;34;6;082-56-4569;F;50;Bristol
Sra. Eloisa Malave Piña;4;8;273-98-2702;F;100;Bristol
Juan Hernádez Fuentes;15;5;768-43-7593;F;50;Bristol
José Emilio Rico Cisneros;13;6;109-49-8661;F;100;Oxford
Francisca Cavazos Manzanares;88;7;404-74-3933;M;0;Oxford
Leonor Caldera Miranda;74;10;436-14-2636;F;0;Glasgow
Berta Aragón Rosado;88;8;344-52-7645;M;100;London
Maricarmen Ocasio Arias;41;7;068-45-5061;M;80;London
Mateo Grijalva Gamez;15;4;758-15-0145;F;0;Liverpool
Carlos Rael Tamayo;84;5;298-19-7235;M;50;Oxford
Sta. Gilberto Tórrez Amaya;44;5;047-49-5329;F;0;London
Inés Casas Gamez;11;10;007-58-1361;F;80;Oxford
Claudia Gaitán Solano;69;10;245-60-7616;F;50;Bristol
Antonio Nevárez Zambrano;50;7;618-04-7502;M;80;Oxford
Sra. Norma Cervántez Olivo;79;1;649-74-1088;M;80;Oxford
Sr. Ricardo Morales Chavarría;36;7;541-64-8217;M;80;Oxford
Sra. Graciela Romero Lucio;5;6;409-31-7790;M;50;Glasgow
Óscar Quesada Guerrero;90;4;148-64-9262;F;100;Glasgow
Hugo Pedraza Martínez;83;2;329-68-9610;M;0;London
Roberto Rentería Aponte;1;5;244-05-2112;F;50;Bristol
Sra. Guillermina Guillen Cadena;66;5;806-75-8282;M;100;Glasgow
Patricio Santillán Mejía;8;6;212-03-9849;F;0;Glasgow
Esteban Roque Domínquez;56;6;709-58-7352;M;0;Glasgow
Sra. Alberto Romo Acevedo;34;3;639-23-9372;F;0;Bristol
Sra. Anita Ojeda Guzmán;19;8;558-67-5316;M;50;London
Pablo Henríquez Ortiz;16;6;472-32-2981;M;50;Oxford
Alejandro Vaca Espinosa;63;1;603-10-6780;M;0;Bristol
Caridad Valencia Duarte;2;10;391-79-5465;F;0;London
Rosario Briones Carmona;10;3;295-87-8498;M;0;Bristol
José Valle Terán;39;10;088-30-1225;F;100;Liverpool
Margarita Barela Velásquez;49;8;535-06-5689;F;100;Liverpool
Sr. Ester Lozano Delgadillo;86;4;212-31-2713;M;100;Glasgow
Caridad Merino Ulibarri;15;10;638-12-8250;F;80;Bristol
Ester Cotto Merino;35;6;667-30-0679;F;0;Liverpool
Hugo Abeyta Rubio;34;4;556-57-5357;F;100;Bristol
Rosario Banda Pérez;53;4;300-95-7763;M;0;Oxford
Jaime Quiroz Cerda;8;9;361-99-2855;M;0;Oxford
Graciela Mena Espinoza;89;4;538-61-3317;M;0;Bristol
Homero Mendoza Malave;32;10;179-13-6433;F;0;Bristol
Emilio Pedraza Delacrúz;58;9;782-44-4878;F;80;Glasgow
Adriana Urrutia Cazares;23;4;782-37-5476;F;50;Glasgow
Horacio Apodaca Sandoval;84;5;671-23-5712;F;0;London
Sta. Sofia Juárez Laboy;19;2;767-63-3134;M;100;Glasgow
Óscar Adame Alaniz;12;7;006-20-3772;M;0;Liverpool
Laura Alonso Corona;54;2;824-21-1299;F;80;Liverpool
Benito Rentería Mojica;28;4;684-15-2993;M;100;Liverpool
Carlota Vaca Mejía;67;4;648-94-8587;F;0;Bristol
Luis Miguel Montenegro Maya;6;8;323-74-2829;F;100;Liverpool
Miguel Ángel Quiroz Padilla;13;7;320-57-5275;F;80;Bristol
Sr. Gregorio Arroyo Delvalle;6;3;054-65-6557;M;80;Bristol
Vicente Hidalgo Quintana;8;5;463-52-8874;M;80;Bristol
Raquel Zavala Guerra;84;1;022-79-4788;F;0;Liverpool
María Eugenia Ureña Fonseca;5;6;080-70-9084;M;80;Liverpool
Sta. Manuela Bahena Villanueva;83;4;036-24-4662;M;0;Liverpool
Mayte Saucedo Cervantes;20;6;728-80-4629;F;80;London
Diego Cardenas Gaytán;53;7;889-22-1678;F;50;Glasgow
Luisa Sosa Montaño;52;8;077-65-2621;M;0;Bristol
Bernardo Villanueva Blanco;22;7;155-73-9684;F;80;Bristol
María Cristina Alonzo Delapaz;18;3;839-52-2719;M;80;Oxford
Juan Negrón Flores;1;7;219-02-9164;M;0;Liverpool
Sra. Cristian Bustos Salinas;22;2;795-76-3927;M;0;London
Bernardo Valentín García;28;7;332-72-4836;F;50;Liverpool
Maricarmen Sanabria Maestas;33;3;875-96-9651;M;50;Oxford
Jacobo Moya Iglesias;44;3;160-48-1054;F;100;Liverpool
Armando Aguilera Girón;34;2;893-91-1448;F;0;London
Juan Vásquez Verduzco;1;7;499-63-9094;F;50;Oxford
Sta. Andrea Rodarte Barraza;87;4;639-86-6917;M;0;London
Benito Leal Acuña;36;1;540-53-1131;M;0;Glasgow
María Soledad Sánchez Rael;53;9;709-82-5985;F;50;London
Manuela Ulibarri Arteaga;19;8;098-61-0135;M;100;Oxford
Salvador Banda Araña;57;5;569-72-0444;F;100;Liverpool
Juan Contreras Padilla;5;1;182-18-8278;F;80;Liverpool
Silvia Carmona Vargas;52;6;707-62-3947;F;100;Oxford
Diana Hernandes Salinas;17;6;411-60-0573;M;80;Bristol
Santiago Sánchez Roldán;6;1;079-83-2543;F;50;Oxford
Juan Carlos Zúñiga Olivo;49;2;433-60-0314;F;50;Oxford
Cristina Marín Sánchez;27;4;009-38-9896;F;0;Glasgow
Sr. Mercedes Alanis Nieto;30;9;229-30-4199;F;50;Bristol
José Eduardo Cabrera Sarabia;30;4;173-86-8826;M;80;Bristol
Pablo Carrasquillo Lucio;90;10;175-14-7413;M;0;Glasgow
Norma Murillo Lozada;90;4;008-08-1120;F;100;Glasgow
Alfonso Godoy Moreno;28;6;208-04-6056;M;100;London
José Emilio Lira Aragón;36;3;333-27-6255;F;50;Liverpool
Caridad Candelaria Portillo;57;3;135-42-8482;M;0;Liverpool
Caridad Irizarry Gil;3;5;719-08-4401;F;100;Glasgow
Carlos Garibay Briones;81;5;196-69-5883;F;0;Bristol
Alfredo Villegas Rolón;5;4;158-48-3727;F;0;Glasgow
Javier Serna Aragón;77;7;766-98-8872;F;80;Oxford
Guillermo Samaniego Castellanos;12;7;505-80-6134;F;50;Glasgow
Armando Abrego Romero;84;7;012-77-1254;F;0;Liverpool
Jesús Mojica Guerrero;86;10;708-28-7932;F;80;Glasgow
Sta. Cristian Nieves Valle;54;7;224-03-0434;F;0;Glasgow
Rodrigo Cortez Barragán;1;6;418-59-5654;F;0;Glasgow
Estela Luevano Ferrer;72;4;831-46-1719;M;100;London
Rebeca Ballesteros Carrion;48;9;108-04-2431;M;80;Liverpool
Sr. Eloisa Quesada Baca;66;10;673-99-6726;M;50;Glasgow
Benjamín Ocasio Sarabia;87;8;204-76-9918;M;0;Bristol
Margarita Briseño Arias;29;10;071-42-1467;M;50;Glasgow
Sonia Valdivia Niño;3;1;830-30-5324;M;80;Glasgow
Blanca Ybarra Delvalle;69;1;749-29-3902;M;0;London
Ramón Orellana Quiñónez;33;6;838-53-1944;M;100;Bristol
Sta. Lourdes Garibay Flórez;15;9;249-54-8176;M;100;Oxford
María Soledad Armas Porras;27;2;439-72-2850;F;0;Liverpool
María Eugenia Leyva de Anda;82;5;180-81-9557;F;0;Bristol
Clara Blanco Toro;89;5;597-54-8127;F;0;Liverpool
Alicia Rodarte Serrano;4;2;626-93-3712;F;0;Bristol
María Soledad Candelaria Frías;68;8;068-09-9358;M;100;Glasgow
Francisco Becerra Báez;18;10;040-92-2832;M;80;Liverpool
Sta. Mónica Loera Urrutia;88;9;420-59-1661;M;0;Oxford
Sra. Ricardo Barrios Ochoa;80;5;899-67-2745;M;0;London
Jerónimo Cavazos Viera;26;5;400-96-2169;M;80;Glasgow
Nicolás Gaitán Vásquez;35;6;840-21-0141;M;80;Liverpool
Sra. Claudio Toledo Garrido;22;3;381-30-0021;M;0;London
Antonio Tovar Aponte;9;1;083-36-3593;M;100;Glasgow
Jorge Luis Avilés Corrales;35;4;723-44-2735;F;0;London
Rosalia Trejo Ávila;82;5;819-06-5618;M;0;Bristol
Ernesto Mata Regalado;1;4;031-75-8073;M;0;Bristol
Yolanda Osorio Mares;73;5;860-19-0165;F;50;London
